estado,fase,mejor_accion,work,school,ptrans,conf,coste,Q_max,visitas
c=B dc=- h=A dh=+ L=B dL=- preo=B,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,14.6141,84
c=B dc=- h=A dh=+ L=B dL=- preo=M,emergencia,"(2, 1, 1, 2)",2,1,1,2,8.0,11.2558,145
c=B dc=- h=A dh=+ L=B dL=- preo=A,emergencia,"(1, 0, 2, 1)",1,0,2,1,5.0,3.5799,1051
c=B dc=- h=A dh=+ L=B dL=0 preo=B,emergencia,"(1, 2, 0, 1)",1,2,0,1,5.0,6.9479,1
c=B dc=- h=A dh=+ L=B dL=0 preo=M,emergencia,"(0, 1, 1, 2)",0,1,1,2,6.0,10.6490,5
c=B dc=- h=A dh=+ L=B dL=0 preo=A,emergencia,"(2, 1, 0, 1)",2,1,0,1,5.0,2.8985,10
c=B dc=- h=A dh=+ L=B dL=+ preo=B,emergencia,"(2, 0, 2, 0)",2,0,2,0,4.0,10.4982,4
c=B dc=- h=A dh=+ L=B dL=+ preo=M,emergencia,"(2, 2, 0, 1)",2,2,0,1,6.0,8.4562,3
c=B dc=- h=A dh=+ L=B dL=+ preo=A,emergencia,"(1, 1, 1, 2)",1,1,1,2,7.0,5.2656,16
c=B dc=- h=A dh=+ L=M dL=- preo=B,emergencia,"(2, 2, 2, 1)",2,2,2,1,8.0,14.8520,827
c=B dc=- h=A dh=+ L=M dL=- preo=M,emergencia,"(2, 2, 2, 1)",2,2,2,1,8.0,11.6171,3339
c=B dc=- h=A dh=+ L=M dL=- preo=A,emergencia,"(2, 1, 2, 1)",2,1,2,1,7.0,2.9137,5895
c=B dc=- h=A dh=+ L=M dL=0 preo=B,emergencia,"(2, 2, 0, 2)",2,2,0,2,8.0,14.4180,215
c=B dc=- h=A dh=+ L=M dL=0 preo=M,emergencia,"(1, 2, 0, 2)",1,2,0,2,7.0,12.0540,248
c=B dc=- h=A dh=+ L=M dL=0 preo=A,emergencia,"(1, 2, 1, 2)",1,2,1,2,8.0,3.1669,456
c=B dc=- h=A dh=+ L=M dL=+ preo=B,emergencia,"(1, 0, 0, 0)",1,0,0,0,1.0,13.6642,2514
c=B dc=- h=A dh=+ L=M dL=+ preo=M,emergencia,"(0, 1, 1, 0)",0,1,1,0,2.0,9.1477,472
c=B dc=- h=A dh=+ L=M dL=+ preo=A,emergencia,"(2, 0, 1, 1)",2,0,1,1,5.0,3.0596,715
c=B dc=- h=A dh=+ L=A dL=- preo=B,emergencia,"(1, 2, 0, 0)",1,2,0,0,3.0,12.7665,340
c=B dc=- h=A dh=+ L=A dL=- preo=M,emergencia,"(1, 0, 0, 2)",1,0,0,2,5.0,10.6534,250
c=B dc=- h=A dh=+ L=A dL=- preo=A,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,2.3583,8742
c=B dc=- h=A dh=+ L=A dL=0 preo=B,emergencia,"(1, 2, 1, 2)",1,2,1,2,8.0,12.8594,188
c=B dc=- h=A dh=+ L=A dL=0 preo=M,emergencia,"(2, 2, 2, 1)",2,2,2,1,8.0,10.3714,317
c=B dc=- h=A dh=+ L=A dL=0 preo=A,emergencia,"(1, 2, 2, 2)",1,2,2,2,9.0,2.4339,5382
c=B dc=- h=A dh=+ L=A dL=+ preo=B,emergencia,"(0, 2, 0, 0)",0,2,0,0,2.0,12.9673,6218
c=B dc=- h=A dh=+ L=A dL=+ preo=M,emergencia,"(0, 2, 2, 1)",0,2,2,1,6.0,11.1904,6797
c=B dc=- h=A dh=+ L=A dL=+ preo=A,emergencia,"(1, 1, 2, 1)",1,1,2,1,6.0,2.6806,23027
c=B dc=0 h=B dh=- L=B dL=- preo=B,calma,"(0, 1, 0, 0)",0,1,0,0,1.0,17.5928,24320
c=B dc=0 h=B dh=- L=B dL=- preo=M,calma,"(2, 0, 2, 1)",2,0,2,1,6.0,15.3047,837
c=B dc=0 h=B dh=- L=B dL=- preo=A,calma,"(0, 2, 1, 0)",0,2,1,0,3.0,10.9236,826
c=B dc=0 h=B dh=- L=B dL=0 preo=B,calma,"(1, 0, 0, 1)",1,0,0,1,3.0,16.3627,997
c=B dc=0 h=B dh=- L=B dL=0 preo=M,calma,"(2, 0, 2, 1)",2,0,2,1,6.0,15.6095,91
c=B dc=0 h=B dh=- L=B dL=0 preo=A,calma,"(1, 2, 0, 0)",1,2,0,0,3.0,10.8965,256
c=B dc=0 h=B dh=- L=B dL=+ preo=B,calma,"(0, 2, 1, 1)",0,2,1,1,5.0,16.8277,1594
c=B dc=0 h=B dh=- L=B dL=+ preo=M,calma,"(0, 2, 2, 1)",0,2,2,1,6.0,15.5362,92
c=B dc=0 h=B dh=- L=B dL=+ preo=A,calma,"(1, 1, 1, 0)",1,1,1,0,3.0,11.9237,211
c=B dc=0 h=B dh=- L=M dL=- preo=B,calma,"(2, 1, 1, 2)",2,1,1,2,8.0,17.5441,20246
c=B dc=0 h=B dh=- L=M dL=- preo=M,calma,"(2, 0, 2, 0)",2,0,2,0,4.0,15.0454,2134
c=B dc=0 h=B dh=- L=M dL=- preo=A,calma,"(2, 0, 1, 2)",2,0,1,2,7.0,10.5996,116
c=B dc=0 h=B dh=- L=M dL=0 preo=B,calma,"(0, 0, 1, 1)",0,0,1,1,3.0,16.9514,4437
c=B dc=0 h=B dh=- L=M dL=0 preo=M,calma,"(1, 2, 0, 2)",1,2,0,2,7.0,16.0238,411
c=B dc=0 h=B dh=- L=M dL=0 preo=A,calma,"(1, 2, 2, 0)",1,2,2,0,5.0,11.6237,66
c=B dc=0 h=B dh=- L=M dL=+ preo=B,calma,"(0, 0, 0, 0)",0,0,0,0,0.0,18.0955,88982
c=B dc=0 h=B dh=- L=M dL=+ preo=M,calma,"(2, 1, 0, 2)",2,1,0,2,7.0,15.6379,670
c=B dc=0 h=B dh=- L=M dL=+ preo=A,calma,"(0, 0, 0, 1)",0,0,0,1,2.0,10.1835,371
c=B dc=0 h=B dh=- L=A dL=- preo=B,calma,"(2, 0, 2, 1)",2,0,2,1,6.0,16.9693,2527
c=B dc=0 h=B dh=- L=A dL=- preo=M,calma,"(0, 0, 0, 0)",0,0,0,0,0.0,15.4260,15
c=B dc=0 h=B dh=- L=A dL=- preo=A,calma,"(1, 1, 0, 1)",1,1,0,1,4.0,7.3957,1
c=B dc=0 h=B dh=- L=A dL=0 preo=B,calma,"(2, 2, 0, 0)",2,2,0,0,4.0,17.1642,457
c=B dc=0 h=B dh=- L=A dL=0 preo=M,calma,"(0, 1, 2, 1)",0,1,2,1,5.0,15.5257,13
c=B dc=0 h=B dh=- L=A dL=0 preo=A,calma,"(2, 2, 0, 2)",2,2,0,2,8.0,7.1335,1
c=B dc=0 h=B dh=- L=A dL=+ preo=B,calma,"(0, 0, 0, 0)",0,0,0,0,0.0,18.0079,25468
c=B dc=0 h=B dh=- L=A dL=+ preo=M,calma,"(1, 2, 1, 2)",1,2,1,2,8.0,15.4134,759
c=B dc=0 h=B dh=- L=A dL=+ preo=A,calma,"(0, 2, 1, 0)",0,2,1,0,3.0,12.0584,305
c=B dc=0 h=B dh=0 L=B dL=- preo=B,calma,"(1, 2, 0, 1)",1,2,0,1,5.0,17.2684,8724
c=B dc=0 h=B dh=0 L=B dL=- preo=M,calma,"(2, 2, 0, 1)",2,2,0,1,6.0,15.6602,206
c=B dc=0 h=B dh=0 L=B dL=- preo=A,calma,"(1, 0, 0, 1)",1,0,0,1,3.0,9.2656,1124
c=B dc=0 h=B dh=0 L=B dL=0 preo=B,calma,"(1, 2, 2, 1)",1,2,2,1,7.0,17.1908,365
c=B dc=0 h=B dh=0 L=B dL=0 preo=M,calma,"(0, 1, 2, 1)",0,1,2,1,5.0,15.0590,20
c=B dc=0 h=B dh=0 L=B dL=0 preo=A,calma,"(1, 0, 1, 0)",1,0,1,0,2.0,10.0679,193
c=B dc=0 h=B dh=0 L=B dL=+ preo=B,calma,"(0, 2, 2, 1)",0,2,2,1,6.0,17.3725,611
c=B dc=0 h=B dh=0 L=B dL=+ preo=M,calma,"(2, 1, 1, 1)",2,1,1,1,6.0,14.7267,20
c=B dc=0 h=B dh=0 L=B dL=+ preo=A,calma,"(1, 2, 0, 1)",1,2,0,1,5.0,8.6560,205
c=B dc=0 h=B dh=0 L=M dL=- preo=B,calma,"(0, 0, 1, 0)",0,0,1,0,1.0,17.8171,7575
c=B dc=0 h=B dh=0 L=M dL=- preo=M,calma,"(0, 2, 1, 2)",0,2,1,2,7.0,15.3185,426
c=B dc=0 h=B dh=0 L=M dL=- preo=A,calma,"(0, 1, 0, 1)",0,1,0,1,3.0,9.2044,373
c=B dc=0 h=B dh=0 L=M dL=0 preo=B,calma,"(1, 2, 1, 1)",1,2,1,1,6.0,16.7848,1367
c=B dc=0 h=B dh=0 L=M dL=0 preo=M,calma,"(2, 2, 0, 1)",2,2,0,1,6.0,15.1484,31
c=B dc=0 h=B dh=0 L=M dL=0 preo=A,calma,"(1, 2, 0, 0)",1,2,0,0,3.0,8.6603,201
c=B dc=0 h=B dh=0 L=M dL=+ preo=B,calma,"(1, 0, 0, 0)",1,0,0,0,1.0,17.9553,30362
c=B dc=0 h=B dh=0 L=M dL=+ preo=M,calma,"(0, 1, 1, 0)",0,1,1,0,2.0,14.7857,152
c=B dc=0 h=B dh=0 L=M dL=+ preo=A,calma,"(0, 2, 1, 1)",0,2,1,1,5.0,9.3544,555
c=B dc=0 h=B dh=0 L=A dL=- preo=B,calma,"(0, 1, 1, 0)",0,1,1,0,2.0,17.4909,1247
c=B dc=0 h=B dh=0 L=A dL=- preo=M,calma,"(1, 1, 2, 1)",1,1,2,1,6.0,13.6415,7
c=B dc=0 h=B dh=0 L=A dL=- preo=A,calma,"(0, 1, 1, 1)",0,1,1,1,4.0,9.1699,74
c=B dc=0 h=B dh=0 L=A dL=0 preo=B,calma,"(1, 0, 1, 2)",1,0,1,2,6.0,16.5568,194
c=B dc=0 h=B dh=0 L=A dL=0 preo=M,calma,"(2, 2, 2, 2)",2,2,2,2,10.0,13.4244,5
c=B dc=0 h=B dh=0 L=A dL=0 preo=A,calma,"(2, 1, 0, 0)",2,1,0,0,3.0,8.9711,66
c=B dc=0 h=B dh=0 L=A dL=+ preo=B,calma,"(0, 2, 0, 0)",0,2,0,0,2.0,17.3783,8296
c=B dc=0 h=B dh=0 L=A dL=+ preo=M,calma,"(0, 2, 1, 0)",0,2,1,0,3.0,15.6432,136
c=B dc=0 h=B dh=0 L=A dL=+ preo=A,calma,"(2, 0, 0, 0)",2,0,0,0,2.0,9.1638,776
c=B dc=0 h=B dh=+ L=B dL=- preo=B,calma,"(0, 0, 2, 0)",0,0,2,0,2.0,17.2615,12862
c=B dc=0 h=B dh=+ L=B dL=- preo=M,calma,"(1, 2, 1, 1)",1,2,1,1,6.0,15.7205,244
c=B dc=0 h=B dh=+ L=B dL=- preo=A,calma,"(2, 2, 2, 1)",2,2,2,1,8.0,8.9576,680
c=B dc=0 h=B dh=+ L=B dL=0 preo=B,calma,"(0, 0, 0, 0)",0,0,0,0,0.0,18.2053,500
c=B dc=0 h=B dh=+ L=B dL=0 preo=M,calma,"(1, 1, 1, 0)",1,1,1,0,3.0,15.9005,11
c=B dc=0 h=B dh=+ L=B dL=0 preo=A,calma,"(2, 0, 1, 2)",2,0,1,2,7.0,8.9150,85
c=B dc=0 h=B dh=+ L=B dL=+ preo=B,calma,"(1, 1, 0, 2)",1,1,0,2,6.0,16.9881,638
c=B dc=0 h=B dh=+ L=B dL=+ preo=M,calma,"(1, 0, 2, 1)",1,0,2,1,5.0,13.9089,14
c=B dc=0 h=B dh=+ L=B dL=+ preo=A,calma,"(2, 1, 0, 2)",2,1,0,2,7.0,13.3128,58
c=B dc=0 h=B dh=+ L=M dL=- preo=B,calma,"(2, 1, 0, 0)",2,1,0,0,3.0,17.3098,11833
c=B dc=0 h=B dh=+ L=M dL=- preo=M,calma,"(2, 0, 0, 1)",2,0,0,1,4.0,14.2348,393
c=B dc=0 h=B dh=+ L=M dL=- preo=A,calma,"(0, 1, 0, 0)",0,1,0,0,1.0,7.5532,82
c=B dc=0 h=B dh=+ L=M dL=0 preo=B,calma,"(2, 0, 0, 0)",2,0,0,0,2.0,17.4313,1990
c=B dc=0 h=B dh=+ L=M dL=0 preo=M,calma,"(1, 2, 0, 2)",1,2,0,2,7.0,16.1547,33
c=B dc=0 h=B dh=+ L=M dL=0 preo=A,calma,"(2, 0, 0, 0)",2,0,0,0,2.0,8.2002,63
c=B dc=0 h=B dh=+ L=M dL=+ preo=B,calma,"(0, 1, 0, 0)",0,1,0,0,1.0,17.9826,46943
c=B dc=0 h=B dh=+ L=M dL=+ preo=M,calma,"(1, 1, 2, 1)",1,1,2,1,6.0,15.6383,125
c=B dc=0 h=B dh=+ L=M dL=+ preo=A,calma,"(2, 0, 0, 0)",2,0,0,0,2.0,9.9477,141
c=B dc=0 h=B dh=+ L=A dL=- preo=B,calma,"(0, 1, 1, 1)",0,1,1,1,4.0,16.7817,2244
c=B dc=0 h=B dh=+ L=A dL=- preo=M,calma,"(2, 2, 1, 0)",2,2,1,0,5.0,13.6179,4
c=B dc=0 h=B dh=+ L=A dL=- preo=A,calma,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=B dc=0 h=B dh=+ L=A dL=0 preo=B,calma,"(1, 0, 2, 0)",1,0,2,0,3.0,17.0307,333
c=B dc=0 h=B dh=+ L=A dL=0 preo=M,calma,"(1, 0, 2, 0)",1,0,2,0,3.0,10.7764,2
c=B dc=0 h=B dh=+ L=A dL=0 preo=A,calma,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=B dc=0 h=B dh=+ L=A dL=+ preo=B,calma,"(0, 0, 1, 0)",0,0,1,0,1.0,17.8342,12206
c=B dc=0 h=B dh=+ L=A dL=+ preo=M,calma,"(0, 2, 2, 1)",0,2,2,1,6.0,15.4938,127
c=B dc=0 h=B dh=+ L=A dL=+ preo=A,calma,"(2, 2, 2, 2)",2,2,2,2,10.0,7.9230,131
c=B dc=0 h=M dh=- L=B dL=- preo=B,calma,"(2, 2, 1, 1)",2,2,1,1,7.0,17.1972,10631
c=B dc=0 h=M dh=- L=B dL=- preo=M,calma,"(2, 2, 1, 1)",2,2,1,1,7.0,13.3999,2988
c=B dc=0 h=M dh=- L=B dL=- preo=A,calma,"(2, 0, 2, 1)",2,0,2,1,6.0,12.0717,1052
c=B dc=0 h=M dh=- L=B dL=0 preo=B,calma,"(2, 2, 0, 0)",2,2,0,0,4.0,16.1938,449
c=B dc=0 h=M dh=- L=B dL=0 preo=M,calma,"(2, 0, 1, 1)",2,0,1,1,5.0,12.4537,106
c=B dc=0 h=M dh=- L=B dL=0 preo=A,calma,"(1, 0, 2, 2)",1,0,2,2,7.0,9.7443,35
c=B dc=0 h=M dh=- L=B dL=+ preo=B,calma,"(1, 0, 2, 2)",1,0,2,2,7.0,15.8916,420
c=B dc=0 h=M dh=- L=B dL=+ preo=M,calma,"(1, 1, 1, 1)",1,1,1,1,5.0,14.6181,54
c=B dc=0 h=M dh=- L=B dL=+ preo=A,calma,"(2, 2, 0, 2)",2,2,0,2,8.0,10.0210,20
c=B dc=0 h=M dh=- L=M dL=- preo=B,calma,"(2, 0, 1, 0)",2,0,1,0,3.0,16.9249,12816
c=B dc=0 h=M dh=- L=M dL=- preo=M,calma,"(2, 2, 0, 2)",2,2,0,2,8.0,14.7015,11668
c=B dc=0 h=M dh=- L=M dL=- preo=A,calma,"(1, 2, 2, 1)",1,2,2,1,7.0,11.4887,290
c=B dc=0 h=M dh=- L=M dL=0 preo=B,calma,"(2, 1, 1, 2)",2,1,1,2,8.0,17.3137,4689
c=B dc=0 h=M dh=- L=M dL=0 preo=M,calma,"(2, 2, 1, 2)",2,2,1,2,9.0,15.2053,2177
c=B dc=0 h=M dh=- L=M dL=0 preo=A,calma,"(2, 1, 2, 0)",2,1,2,0,5.0,9.4297,97
c=B dc=0 h=M dh=- L=M dL=+ preo=B,calma,"(0, 0, 0, 0)",0,0,0,0,0.0,17.7731,19961
c=B dc=0 h=M dh=- L=M dL=+ preo=M,calma,"(2, 2, 1, 0)",2,2,1,0,5.0,14.2187,934
c=B dc=0 h=M dh=- L=M dL=+ preo=A,calma,"(0, 2, 0, 2)",0,2,0,2,6.0,11.8625,202
c=B dc=0 h=M dh=- L=A dL=- preo=B,calma,"(1, 2, 0, 2)",1,2,0,2,7.0,16.4686,1051
c=B dc=0 h=M dh=- L=A dL=- preo=M,calma,"(1, 0, 1, 2)",1,0,1,2,6.0,13.6699,216
c=B dc=0 h=M dh=- L=A dL=- preo=A,calma,"(1, 2, 2, 2)",1,2,2,2,9.0,11.4437,128
c=B dc=0 h=M dh=- L=A dL=0 preo=B,calma,"(0, 1, 1, 2)",0,1,1,2,6.0,15.5684,457
c=B dc=0 h=M dh=- L=A dL=0 preo=M,calma,"(0, 2, 1, 0)",0,2,1,0,3.0,13.9244,367
c=B dc=0 h=M dh=- L=A dL=0 preo=A,calma,"(1, 0, 2, 0)",1,0,2,0,3.0,10.4251,39
c=B dc=0 h=M dh=- L=A dL=+ preo=B,calma,"(2, 0, 2, 0)",2,0,2,0,4.0,16.9063,14220
c=B dc=0 h=M dh=- L=A dL=+ preo=M,calma,"(1, 2, 1, 0)",1,2,1,0,4.0,13.2960,5260
c=B dc=0 h=M dh=- L=A dL=+ preo=A,calma,"(2, 0, 0, 0)",2,0,0,0,2.0,10.6075,1072
c=B dc=0 h=M dh=0 L=B dL=- preo=B,calma,"(1, 2, 0, 0)",1,2,0,0,3.0,16.5792,6845
c=B dc=0 h=M dh=0 L=B dL=- preo=M,calma,"(0, 2, 2, 1)",0,2,2,1,6.0,13.4052,495
c=B dc=0 h=M dh=0 L=B dL=- preo=A,calma,"(2, 0, 1, 1)",2,0,1,1,5.0,10.3886,158
c=B dc=0 h=M dh=0 L=B dL=0 preo=B,calma,"(1, 1, 1, 1)",1,1,1,1,5.0,16.8707,313
c=B dc=0 h=M dh=0 L=B dL=0 preo=M,calma,"(2, 2, 0, 2)",2,2,0,2,8.0,14.7667,31
c=B dc=0 h=M dh=0 L=B dL=0 preo=A,calma,"(0, 1, 1, 2)",0,1,1,2,6.0,9.7043,18
c=B dc=0 h=M dh=0 L=B dL=+ preo=B,calma,"(2, 1, 2, 1)",2,1,2,1,7.0,17.2990,314
c=B dc=0 h=M dh=0 L=B dL=+ preo=M,calma,"(2, 1, 2, 1)",2,1,2,1,7.0,12.9165,13
c=B dc=0 h=M dh=0 L=B dL=+ preo=A,calma,"(1, 0, 0, 1)",1,0,0,1,3.0,9.3759,20
c=B dc=0 h=M dh=0 L=M dL=- preo=B,calma,"(2, 1, 2, 0)",2,1,2,0,5.0,17.0574,6875
c=B dc=0 h=M dh=0 L=M dL=- preo=M,calma,"(1, 1, 1, 2)",1,1,1,2,7.0,14.1157,3105
c=B dc=0 h=M dh=0 L=M dL=- preo=A,calma,"(2, 0, 1, 0)",2,0,1,0,3.0,9.8247,42
c=B dc=0 h=M dh=0 L=M dL=0 preo=B,calma,"(1, 2, 2, 1)",1,2,2,1,7.0,17.5559,2245
c=B dc=0 h=M dh=0 L=M dL=0 preo=M,calma,"(0, 0, 1, 2)",0,0,1,2,5.0,13.0624,568
c=B dc=0 h=M dh=0 L=M dL=0 preo=A,calma,"(2, 2, 0, 2)",2,2,0,2,8.0,10.5170,19
c=B dc=0 h=M dh=0 L=M dL=+ preo=B,calma,"(2, 0, 0, 0)",2,0,0,0,2.0,17.3169,11784
c=B dc=0 h=M dh=0 L=M dL=+ preo=M,calma,"(2, 2, 1, 2)",2,2,1,2,9.0,14.9016,155
c=B dc=0 h=M dh=0 L=M dL=+ preo=A,calma,"(2, 2, 2, 1)",2,2,2,1,8.0,10.1757,73
c=B dc=0 h=M dh=0 L=A dL=- preo=B,calma,"(2, 0, 2, 0)",2,0,2,0,4.0,16.9863,726
c=B dc=0 h=M dh=0 L=A dL=- preo=M,calma,"(2, 0, 2, 2)",2,0,2,2,8.0,15.8035,14
c=B dc=0 h=M dh=0 L=A dL=- preo=A,calma,"(2, 1, 1, 0)",2,1,1,0,4.0,9.3331,14
c=B dc=0 h=M dh=0 L=A dL=0 preo=B,calma,"(1, 1, 2, 2)",1,1,2,2,8.0,16.5755,163
c=B dc=0 h=M dh=0 L=A dL=0 preo=M,calma,"(2, 0, 2, 1)",2,0,2,1,6.0,10.3068,5
c=B dc=0 h=M dh=0 L=A dL=0 preo=A,calma,"(2, 1, 0, 0)",2,1,0,0,3.0,8.9359,13
c=B dc=0 h=M dh=0 L=A dL=+ preo=B,calma,"(1, 0, 0, 0)",1,0,0,0,1.0,17.4038,7399
c=B dc=0 h=M dh=0 L=A dL=+ preo=M,calma,"(1, 1, 2, 0)",1,1,2,0,4.0,13.1270,596
c=B dc=0 h=M dh=0 L=A dL=+ preo=A,calma,"(1, 1, 0, 1)",1,1,0,1,4.0,10.0560,81
c=B dc=0 h=M dh=+ L=B dL=- preo=B,calma,"(0, 2, 1, 1)",0,2,1,1,5.0,16.1603,11160
c=B dc=0 h=M dh=+ L=B dL=- preo=M,calma,"(1, 0, 2, 1)",1,0,2,1,5.0,11.8654,663
c=B dc=0 h=M dh=+ L=B dL=- preo=A,calma,"(0, 1, 2, 0)",0,1,2,0,3.0,5.2668,94
c=B dc=0 h=M dh=+ L=B dL=0 preo=B,calma,"(2, 0, 1, 2)",2,0,1,2,7.0,16.3556,501
c=B dc=0 h=M dh=+ L=B dL=0 preo=M,calma,"(2, 2, 2, 2)",2,2,2,2,10.0,13.7536,27
c=B dc=0 h=M dh=+ L=B dL=0 preo=A,calma,"(2, 0, 1, 2)",2,0,1,2,7.0,5.6802,17
c=B dc=0 h=M dh=+ L=B dL=+ preo=B,calma,"(0, 0, 2, 1)",0,0,2,1,4.0,15.5655,445
c=B dc=0 h=M dh=+ L=B dL=+ preo=M,calma,"(0, 0, 0, 0)",0,0,0,0,0.0,10.7433,14
c=B dc=0 h=M dh=+ L=B dL=+ preo=A,calma,"(0, 2, 1, 1)",0,2,1,1,5.0,4.3990,7
c=B dc=0 h=M dh=+ L=M dL=- preo=B,calma,"(1, 2, 1, 2)",1,2,1,2,8.0,17.0125,11661
c=B dc=0 h=M dh=+ L=M dL=- preo=M,calma,"(0, 2, 1, 0)",0,2,1,0,3.0,13.1839,4060
c=B dc=0 h=M dh=+ L=M dL=- preo=A,calma,"(0, 2, 0, 1)",0,2,0,1,4.0,10.9184,18
c=B dc=0 h=M dh=+ L=M dL=0 preo=B,calma,"(0, 1, 0, 0)",0,1,0,0,1.0,17.3452,3344
c=B dc=0 h=M dh=+ L=M dL=0 preo=M,calma,"(2, 1, 2, 2)",2,1,2,2,9.0,14.4127,716
c=B dc=0 h=M dh=+ L=M dL=0 preo=A,calma,"(1, 1, 2, 0)",1,1,2,0,4.0,5.7995,24
c=B dc=0 h=M dh=+ L=M dL=+ preo=B,calma,"(0, 1, 1, 0)",0,1,1,0,2.0,17.3613,21701
c=B dc=0 h=M dh=+ L=M dL=+ preo=M,calma,"(1, 1, 0, 2)",1,1,0,2,6.0,12.6937,198
c=B dc=0 h=M dh=+ L=M dL=+ preo=A,calma,"(2, 2, 1, 2)",2,2,1,2,9.0,8.1104,14
c=B dc=0 h=M dh=+ L=A dL=- preo=B,calma,"(2, 2, 2, 2)",2,2,2,2,10.0,16.5925,1324
c=B dc=0 h=M dh=+ L=A dL=- preo=M,calma,"(2, 1, 2, 1)",2,1,2,1,7.0,13.7423,20
c=B dc=0 h=M dh=+ L=A dL=- preo=A,calma,"(1, 2, 1, 0)",1,2,1,0,4.0,10.3081,8
c=B dc=0 h=M dh=+ L=A dL=0 preo=B,calma,"(0, 0, 2, 2)",0,0,2,2,6.0,15.3749,247
c=B dc=0 h=M dh=+ L=A dL=0 preo=M,calma,"(2, 0, 1, 0)",2,0,1,0,3.0,11.8141,3
c=B dc=0 h=M dh=+ L=A dL=0 preo=A,calma,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,2
c=B dc=0 h=M dh=+ L=A dL=+ preo=B,calma,"(2, 0, 0, 0)",2,0,0,0,2.0,17.0764,11111
c=B dc=0 h=M dh=+ L=A dL=+ preo=M,calma,"(2, 2, 0, 1)",2,2,0,1,6.0,14.4481,719
c=B dc=0 h=M dh=+ L=A dL=+ preo=A,calma,"(0, 1, 0, 0)",0,1,0,0,1.0,8.3128,21
c=B dc=0 h=A dh=- L=B dL=- preo=B,emergencia,"(2, 2, 1, 1)",2,2,1,1,7.0,13.1553,812
c=B dc=0 h=A dh=- L=B dL=- preo=M,emergencia,"(2, 1, 2, 0)",2,1,2,0,5.0,11.5454,1956
c=B dc=0 h=A dh=- L=B dL=- preo=A,emergencia,"(1, 2, 0, 2)",1,2,0,2,7.0,4.7304,33306
c=B dc=0 h=A dh=- L=B dL=0 preo=B,emergencia,"(1, 0, 2, 2)",1,0,2,2,7.0,9.9637,2
c=B dc=0 h=A dh=- L=B dL=0 preo=M,emergencia,"(1, 0, 2, 0)",1,0,2,0,3.0,10.6562,16
c=B dc=0 h=A dh=- L=B dL=0 preo=A,emergencia,"(2, 0, 0, 1)",2,0,0,1,4.0,4.2446,433
c=B dc=0 h=A dh=- L=B dL=+ preo=B,emergencia,"(2, 0, 2, 1)",2,0,2,1,6.0,11.7510,4
c=B dc=0 h=A dh=- L=B dL=+ preo=M,emergencia,"(2, 1, 1, 2)",2,1,1,2,8.0,10.6453,11
c=B dc=0 h=A dh=- L=B dL=+ preo=A,emergencia,"(1, 2, 2, 2)",1,2,2,2,9.0,3.8783,389
c=B dc=0 h=A dh=- L=M dL=- preo=B,emergencia,"(1, 0, 0, 0)",1,0,0,0,1.0,12.7627,1360
c=B dc=0 h=A dh=- L=M dL=- preo=M,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,11.9763,5568
c=B dc=0 h=A dh=- L=M dL=- preo=A,emergencia,"(2, 2, 2, 0)",2,2,2,0,6.0,3.6767,14947
c=B dc=0 h=A dh=- L=M dL=0 preo=B,emergencia,"(0, 0, 0, 2)",0,0,0,2,4.0,13.9954,82
c=B dc=0 h=A dh=- L=M dL=0 preo=M,emergencia,"(0, 1, 1, 1)",0,1,1,1,4.0,11.3714,739
c=B dc=0 h=A dh=- L=M dL=0 preo=A,emergencia,"(2, 1, 2, 1)",2,1,2,1,7.0,4.1734,5314
c=B dc=0 h=A dh=- L=M dL=+ preo=B,emergencia,"(2, 1, 1, 0)",2,1,1,0,4.0,12.8479,427
c=B dc=0 h=A dh=- L=M dL=+ preo=M,emergencia,"(2, 0, 0, 0)",2,0,0,0,2.0,11.4177,590
c=B dc=0 h=A dh=- L=M dL=+ preo=A,emergencia,"(1, 0, 2, 2)",1,0,2,2,7.0,4.4217,2325
c=B dc=0 h=A dh=- L=A dL=- preo=B,emergencia,"(2, 1, 0, 2)",2,1,0,2,7.0,12.8068,194
c=B dc=0 h=A dh=- L=A dL=- preo=M,emergencia,"(1, 1, 0, 2)",1,1,0,2,6.0,11.5187,465
c=B dc=0 h=A dh=- L=A dL=- preo=A,emergencia,"(1, 1, 2, 2)",1,1,2,2,8.0,4.3893,7810
c=B dc=0 h=A dh=- L=A dL=0 preo=B,emergencia,"(1, 1, 0, 2)",1,1,0,2,6.0,13.1262,253
c=B dc=0 h=A dh=- L=A dL=0 preo=M,emergencia,"(2, 1, 1, 2)",2,1,1,2,8.0,12.3783,530
c=B dc=0 h=A dh=- L=A dL=0 preo=A,emergencia,"(1, 2, 1, 0)",1,2,1,0,4.0,4.6463,1884
c=B dc=0 h=A dh=- L=A dL=+ preo=B,emergencia,"(2, 0, 1, 2)",2,0,1,2,7.0,13.2628,1529
